"Adresse","Inhaltstyp","Status-Code","Status","Indexierbarkeit","Indexierbarkeitsstatus","Inlinks","Antwortzeit","Umleitungs-URL","Umleitungs-Typ"
"https://www.delst.de/de/","text/html; charset=utf-8","200","OK","Indexierbar","","569","0,384","",""
"https://www.delst.de/assets/jquery-ui/js/jquery-ui.min.js?v=1.13.2","application/javascript","200","OK","Indexierbar","","0","0,073","",""
"https://www.delst.de/files/theme/cc/certification/pxa_bf_pos_small.png","image/png","200","OK","Indexierbar","","0","0,066","",""
"https://www.delst.de/files/theme/js/menu.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","0","0,067","",""
"https://www.xing.com/companies/delstgmbh-deutscheselearningstudieninstitut","","301","Moved Permanently","Nicht indexierbar","Umgeleitet","317","0,073","https://www.xing.com/pages/delstgmbh-deutscheselearningstudieninstitut","HTTP-Umleitung"
"https://www.kursfinder.de/anbieter/delst-gmbh-deutsches-elearning-studieninstitut/","text/html; charset=utf-8","200","OK","Indexierbar","","1","0,028","",""
"https://www.delst.de/files/shariff-3.2.1/shariff.min.js","application/javascript","200","OK","Indexierbar","","0","0,082","",""
"https://www.delst.de/de/stellenangebote/","text/html; charset=utf-8","200","OK","Indexierbar","","654","0,349","",""
"https://www.delst.de/files/theme/js/custom.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","0","0,022","",""
"https://wa.me/4915792356656","text/html; charset=""utf-8""","302","Found","Nicht indexierbar","Umgeleitet","316","0,057","https://api.whatsapp.com/send/?phone=4915792356656&text&type=phone_number&app_absent=0","HTTP-Umleitung"
"https://www.delst.de/files/theme/js/debug.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","0","0,065","",""
"https://www.delst.de/files/theme/js/viewport.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","0","0,067","",""
"https://www.delst.de/de/fernstudium-gesundheitsmanagement/","text/html; charset=utf-8","200","OK","Indexierbar","","640","0,521","",""
"https://www.delst.de/files/theme/cc/certification/logo-academyofsports-400.webp","image/webp","200","OK","Indexierbar","","0","0,022","",""
"https://www.youtube.com/c/DeLStDeutscheseLearningStudieninstitut","application/binary","302","Found","Nicht indexierbar","Umgeleitet","316","0,039","https://consent.youtube.com/m?continue=https%3A%2F%2Fwww.youtube.com%2Fc%2FDeLStDeutscheseLearningStudieninstitut%3Fcbrd%3D1&gl=DE&m=0&pc=yt&cm=2&hl=de&src=1","HTTP-Umleitung"
"https://www.delst.de/de/news/neu-pruefungstraining-wirtschaftsbezogene-qualifikationen-ihk/","text/html; charset=utf-8","200","OK","Indexierbar","","21","0,303","",""
"https://www.delst.de/de/studieninfos/","text/html; charset=utf-8","200","OK","Indexierbar","","966","0,331","",""
"https://api.whatsapp.com/send?phone=+4915792356656&text=Senden%20Sie%20uns%20eine%20Nachricht","","0","Von robots.txt gesperrt","Nicht indexierbar","Von robots.txt gesperrt","316","","",""
"https://www.delst.de/assets/images/2/top-fernschule-2023-delst-0f956adb.webp","image/webp","200","OK","Indexierbar","","0","0,023","",""
"https://www.delst.de/de/kalender-bildungsberatung/","text/html; charset=utf-8","200","OK","Indexierbar","","435","0,287","",""
"https://www.delst.de/files/theme/js/default.js?v=6d00c5b4","application/javascript","200","OK","Indexierbar","","0","0,077","",""
"https://www.delst.de/files/contents/logos/logo_delst_rgb.svg","image/svg+xml","200","OK","Indexierbar","","0","0,072","",""
"https://www.delst.de/files/theme/js/slider.js?v=7df17f07","application/javascript","200","OK","Indexierbar","","0","0,098","",""
"https://www.delst.de/files/theme/js/scrolling.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","0","0,122","",""
"https://www.delst.de/de/ueber-uns/","text/html; charset=utf-8","200","OK","Indexierbar","","321","0,247","",""
"https://www.delst.de/","text/html; charset=UTF-8","302","Found","Nicht indexierbar","Umgeleitet","245","0,120","https://www.delst.de/de/","HTTP-Umleitung"
"https://www.delst.de/files/zertifizierungen/awards/fsd-siegel-2024.png","image/png","200","OK","Indexierbar","","0","0,076","",""
"https://www.ehip.eu/","text/html; charset=UTF-8","200","OK","Indexierbar","","2","1,040","",""
"https://www.delst.de/files/theme/assets/velocity.min.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","0","0,057","",""
"https://www.delst.de/de/foerdermoeglichkeiten/","text/html; charset=utf-8","200","OK","Indexierbar","","337","0,390","",""
"https://www.delst.de/de/lehrgaenge-reiten/","text/html; charset=utf-8","200","OK","Indexierbar","","322","0,327","",""
"https://www.delst.de/de/ihk-weiterbildung/industriefachwirt-ihk-fernstudium/","text/html; charset=utf-8","200","OK","Indexierbar","","27","1,229","",""
"https://www.delst.de/files/theme/js/attributes.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","0","1,355","",""
"https://www.delst.de/de/weiterbildung-arbeitsamt/","text/html; charset=utf-8","200","OK","Indexierbar","","709","2,618","",""
"https://www.facebook.com/DeutscheseLearningStudieninstitut/","text/html; charset=""utf-8""","200","OK","Indexierbar","","316","0,126","",""
"https://www.delst.de/files/theme/assets/jquery.matchHeight-min.js?v=ab3a30ff","application/javascript","200","OK","Indexierbar","","0","0,073","",""
"https://campus.delst.de/","text/html; charset=ISO-8859-15","200","OK","Indexierbar","","316","0,139","",""
"https://www.delst.de/files/theme/css/customize.min.css?v=35a53b48","text/css","200","OK","Indexierbar","","0","0,075","",""
"https://www.delst.de/files/theme/cc/certification/DIHK-Bildungs-gGmbH-Logo.jpg","image/jpeg","200","OK","Indexierbar","","0","0,090","",""
